price,area,stories,basement,bedrooms,parking,bathrooms,airconditioning
83000,1953,2,yes,2,1,1,yes
167500,9735,NA,yes,3,2,2,yes
58500,8212,1,yes,2,1,2,no
237500,12925,1,yes,4,2,2,yes
157000,7200,2,yes,4,2,2,yes
112000,25339,1,yes,3,2,2,yes
105000,9060,1.5,yes,2,1,1,yes
125500,5436,1.5,yes,3,1,2,yes
250000,16692,2,yes,5,2,4,yes
136000,8520,1.5,yes,5,1,2,no
377500,14892,1,yes,3,3,3,yes
131000,6000,1.5,yes,3,2,1,yes
235000,9100,1,yes,3,2,3,yes
124000,8944,1,yes,4,3,2,yes
123000,7838,NA,yes,3,1,2,yes
163000,10800,1.5,yes,3,2,2,no
246578,4045,1,yes,2,3,3,yes
281213,12665,2,yes,4,3,2,yes
160000,57200,1,yes,3,2,2,yes
137500,6120,2,yes,4,1,1,yes
138000,7200,1.5,yes,3,1,2,yes
137450,6171,1.5,yes,3,1,2,yes
120000,6000,1.5,yes,3,1,1,yes
193000,7415,2,yes,3,2,3,yes
193879,6762,1,yes,2,2,2,yes
282922,15256,1,yes,3,3,3,yes
105000,10410,1.5,yes,3,3,1,yes
275000,3842,1,yes,2,2,3,yes
133000,8445,NA,yes,2,2,2,yes
112000,8780,1,yes,3,0,2,yes
125500,7740,2,yes,3,2,1,yes
215000,20544,2,yes,3,2,2,yes
230000,12420,2,yes,3,2,3,yes
140000,9600,1.5,yes,3,1,1,yes
90000,7200,1,no,2,2,2,no
257000,10994,1,yes,2,2,3,yes
207000,13053,1.5,yes,4,2,1,yes
175900,3635,1,yes,1,3,2,yes
122500,11340,2,yes,4,2,2,yes
340000,16545,2,yes,3,3,3,yes
124000,9204,1,yes,3,1,2,yes
223000,16381,1,yes,3,2,3,yes
179900,11700,2,yes,3,2,2,yes
127500,4043,1,yes,2,2,2,yes
136500,4435,1,yes,1,2,2,yes
274970,19690,NA,yes,4,2,2,yes
144000,9503,1,yes,2,1,2,yes
142000,10721,1,yes,3,2,1,yes
271000,10944,2,yes,3,2,3,yes
140000,10930,1.5,yes,3,1,2,yes
119000,7200,1,yes,2,1,2,yes
182900,12546,1,yes,3,2,2,yes
192140,21930,2,yes,4,2,2,yes
143750,4928,1,yes,2,2,2,yes
64500,10800,1,yes,4,1,2,yes
186500,10261,2,yes,3,2,3,yes
160000,17400,1,yes,3,2,3,yes
174000,8400,1,yes,3,2,2,yes
120500,9000,1,yes,3,2,1,yes
394617,12444,1,yes,2,3,3,yes
149700,7407,1,yes,2,2,2,yes
197000,11584,NA,yes,3,2,2,yes
191000,11526,2.5,yes,3,2,2,yes
149300,4426,1,yes,1,2,2,yes
310000,11003,2,yes,3,3,3,yes
121000,8854,1.5,yes,2,1,1,no
179600,8500,1,yes,3,2,2,yes
129000,8400,NA,yes,3,1,2,yes
157900,26142,1,yes,3,1,1,yes
240000,10000,2,yes,3,2,3,yes
112000,11767,2,yes,2,1,1,no
92000,1533,NA,yes,1,0,2,yes
136000,9000,2,yes,4,0,2,yes
287090,9262,1,yes,3,3,2,yes
145000,3675,NA,yes,2,2,2,yes
84500,17217,1,yes,3,0,1,yes
185000,7500,1,yes,2,2,3,yes
175000,7917,2,yes,3,2,2,yes
210000,13175,1,yes,3,2,3,yes
266500,9042,2,yes,4,1,2,yes
142125,9717,1,yes,2,1,2,yes
147500,9937,1,yes,3,1,2,yes
